Client_IP,Server_IP,Timestamp,TCP_Sequence_Number,TCP_Retranmission_Count,TCP_Flag_Info,RLC_Timestamp(first_mapped),RLC_Sequence_Number_and_Retransmission_Count,HTTP_Type,Note
21.150.255.211,208.54.32.9,2013 Sep 13  00:57:080.105,321440073,0,ACK,2013 Sep 13  00:57:080.095,102:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  00:57:080.115,321440073,0,ACK/PSH,2013 Sep 13  00:56:180.226,234:0/235:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  00:57:100.485,321440102,0,ACK/FIN,2013 Sep 13  00:57:080.105,103:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  00:57:100.485,302209947,0,ACK/FIN,2013 Sep 13  00:57:080.105,103:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  00:57:470.935,215602672,0,ACK/SYN,2013 Sep 13  00:57:470.915,192:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  00:57:480.325,215602673,0,ACK,2013 Sep 13  00:57:480.235,196:0/197:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  00:57:480.335,215602673,0,ACK/PSH,2013 Sep 13  00:57:080.115,104:0/105:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  00:57:500.675,215602701,0,ACK/FIN,2013 Sep 13  00:57:500.154,324:0/325:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:00:510.475,356461040,0,ACK/SYN,2013 Sep 13  01:00:500.955,128:0/129:0/130:0/131:0/132:0/133:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:00:510.558,356461040,0,ACK,2013 Sep 13  01:00:510.206,173:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:00:510.565,356461040,0,ACK/PSH,2013 Sep 13  00:59:160.475,276:0/277:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:00:540.638,356461068,0,ACK/FIN,2013 Sep 13  01:00:530.146,300:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:01:440.326,151516216,0,ACK/SYN,2013 Sep 13  01:01:440.005,41:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:01:440.426,151516216,0,ACK,2013 Sep 13  01:01:440.315,51:0/52:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:01:440.426,151516216,0,ACK,2013 Sep 13  01:01:440.315,51:0/52:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:01:440.476,151516216,0,ACK,2013 Sep 13  01:01:080.306,65:0/66:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:01:440.486,151516342,0,ACK/PSH,2013 Sep 13  01:01:420.236,12:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:01:460.805,151516351,0,ACK/FIN,2013 Sep 13  01:01:460.766,304:0/305:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:03:470.276,228580389,0,ACK/SYN,2013 Sep 13  01:03:470.245,249:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:03:470.355,228580389,0,ACK,2013 Sep 13  01:03:470.325,251:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:03:470.378,228580389,0,ACK/PSH,2013 Sep 13  01:03:460.510,190:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:03:490.765,228580417,0,ACK/FIN,2013 Sep 13  01:03:490.695,377:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:04:440.323,211866189,0,ACK/SYN,2013 Sep 13  01:04:440.096,146:0/147:0/148:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:04:440.395,211866189,0,ACK,2013 Sep 13  01:04:440.254,148:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:04:440.395,211866189,0,ACK/PSH,2013 Sep 13  01:03:470.378,253:0/254:0/255:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:04:470.473,211866218,0,ACK/FIN,2013 Sep 13  01:04:460.363,174:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:490.465,11510184,0,ACK/SYN,2013 Sep 13  01:05:090.435,61:0/62:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:490.506,31737391,0,ACK/SYN,2013 Sep 13  01:05:090.435,61:0/62:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:490.666,11510185,0,ACK,2013 Sep 13  01:05:130.723,71:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.745,11510185,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.755,11510311,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.765,11510437,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.775,11510563,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.775,11510689,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.785,11510815,0,ACK/PSH,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.788,11510941,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.788,11511039,0,ACK/PSH,2013 Sep 13  01:02:310.959,96:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.795,11511056,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.798,11511182,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.798,11511308,0,ACK/PSH,2013 Sep 13  01:04:460.630,233:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.805,11511348,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.805,11511474,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.809,11511600,0,ACK,2013 Sep 13  01:05:500.805,36:0/37:0/38:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.809,11511726,0,ACK,2013 Sep 13  01:05:500.808,38:0/39:0/40:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.815,11511852,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.818,11511978,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.818,11512104,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.823,11512230,0,ACK/PSH,2013 Sep 13  01:03:190.146,188:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.923,179760227,0,ACK/SYN,2013 Sep 13  01:05:090.435,61:0/62:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.933,299634291,0,ACK/SYN,2013 Sep 13  01:05:500.923,53:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.933,135543128,0,ACK/SYN,2013 Sep 13  01:05:500.923,53:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.943,325187688,0,ACK/SYN,2013 Sep 13  01:05:500.933,54:0/55:0/56:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.953,45655262,0,ACK/SYN,2013 Sep 13  01:05:500.943,57:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:500.963,244160375,0,ACK/SYN,2013 Sep 13  01:05:500.953,58:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:510.083,11512273,0,ACK,2013 Sep 13  01:05:130.723,71:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:510.083,11512273,0,ACK/PSH,2013 Sep 13  01:04:070.375,4:0/5:0/6:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:510.245,31737391,0,ACK,2013 Sep 13  01:05:510.083,62:0/63:0/64:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:510.245,31737391,0,ACK/PSH,2013 Sep 13  01:04:440.036,126:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:520.373,179760227,0,ACK,2013 Sep 13  01:05:510.245,65:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:520.396,179760227,0,ACK/PSH,2013 Sep 13  01:03:460.680,231:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:520.396,256566133,0,ACK/SYN,2013 Sep 13  01:05:510.123,64:0/65:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:520.503,400887002,0,ACK/SYN,2013 Sep 13  01:05:520.475,88:0/89:0/90:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:520.653,299634291,0,ACK,2013 Sep 13  01:05:520.373,78:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:520.663,299634291,0,ACK/PSH,2013 Sep 13  01:03:460.438,115:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:520.725,135543128,0,ACK,2013 Sep 13  01:05:520.653,94:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:520.725,135543128,0,ACK/PSH,2013 Sep 13  01:00:570.206,406:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:520.763,325187689,0,ACK,2013 Sep 13  01:05:520.725,98:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:520.763,325187689,0,ACK/PSH,2013 Sep 13  01:02:150.838,166:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:520.803,45655262,0,ACK,2013 Sep 13  01:05:520.763,101:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:520.823,45655262,0,ACK/PSH,2013 Sep 13  01:04:460.698,329:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.173,244160375,0,ACK,2013 Sep 13  01:05:520.803,104:0/105:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.173,244160375,0,ACK/PSH,2013 Sep 13  01:03:460.469,146:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.193,11512288,0,ACK/FIN,2013 Sep 13  01:05:530.173,109:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.333,256566133,0,ACK,2013 Sep 13  01:05:530.273,113:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.375,256566133,0,ACK,2013 Sep 13  01:05:080.315,50:0/51:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.385,256566259,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.395,256566385,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.395,256566511,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.405,256566637,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.415,256566763,0,ACK/PSH,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.415,256566889,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.418,256566985,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.425,256567111,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.429,256567237,0,ACK,2013 Sep 13  01:05:530.425,141:0/142:0/143:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.435,256567363,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.461,256567489,0,ACK,2013 Sep 13  01:05:530.375,115:0/116:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.463,256567615,0,ACK/PSH,2013 Sep 13  01:05:530.460,169:0/170:0/171:0/172:0/173:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.463,256567741,0,ACK/PSH,2013 Sep 13  01:05:530.460,171:0/172:0/173:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.553,31737408,0,ACK/FIN,2013 Sep 13  01:05:530.523,178:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.953,400887002,0,ACK,2013 Sep 13  01:05:530.873,260:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:530.965,400887002,0,ACK/PSH,2013 Sep 13  01:03:570.586,505:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:540.134,317778478,0,ACK/SYN,2013 Sep 13  01:05:540.133,318:0/319:0/320:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:540.313,317778478,0,ACK,2013 Sep 13  01:05:540.276,368:0/369:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:540.561,317778478,0,ACK/PSH,2013 Sep 13  01:05:540.559,473:0/474:0/475:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:540.735,179760245,0,ACK/FIN,2013 Sep 13  01:05:540.618,477:0/478:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:540.745,299634308,0,ACK/FIN,2013 Sep 13  01:05:540.735,520:0/521:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:540.825,135543143,0,ACK/FIN,2013 Sep 13  01:05:540.735,520:0/521:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:540.913,325187703,0,ACK/FIN,2013 Sep 13  01:05:540.905,573:0/574:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:540.925,45655279,0,ACK/FIN,2013 Sep 13  01:05:540.913,584:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:550.093,256567778,0,ACK,2013 Sep 13  01:05:550.005,623:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:550.195,256567778,0,ACK/PSH,N/A,N/A,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:550.273,244160390,0,ACK/FIN,2013 Sep 13  01:05:550.093,655:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:570.123,400887020,0,ACK/FIN,2013 Sep 13  01:05:550.565,880:0/881:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:570.124,317778552,0,ACK/FIN,2013 Sep 13  01:05:570.123,925:0/926:0/927:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:05:570.263,256567849,0,ACK/FIN,2013 Sep 13  01:05:570.143,931:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.213,3344007,0,ACK/SYN,2013 Sep 13  01:05:570.913,962:0/963:0/964:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.293,3344007,0,ACK,2013 Sep 13  01:06:010.123,972:0/973:0/974:0/975:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.525,3344007,0,ACK,2013 Sep 13  01:05:570.555,937:0/938:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.535,3344133,0,ACK,2013 Sep 13  01:05:570.555,937:0/938:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.545,3344259,0,ACK,2013 Sep 13  01:05:570.555,937:0/938:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.555,3344385,0,ACK,2013 Sep 13  01:05:570.555,937:0/938:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.555,3344511,0,ACK,2013 Sep 13  01:05:570.555,937:0/938:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.565,3344637,0,ACK/PSH,2013 Sep 13  01:05:570.555,937:0/938:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.568,3344763,0,ACK/PSH,2013 Sep 13  01:06:010.565,997:0/998:0/999:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.568,3344866,0,ACK/PSH,2013 Sep 13  01:05:550.309,762:0/766:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.575,3344878,0,ACK,2013 Sep 13  01:05:570.555,937:0/938:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.576,3345004,0,ACK,2013 Sep 13  01:06:010.575,1001:0/1002:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.585,3345130,0,ACK,2013 Sep 13  01:06:010.575,1001:0/1002:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:010.585,3345256,0,ACK/PSH,2013 Sep 13  01:05:540.558,457:0/458:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:020.505,3345296,0,ACK,2013 Sep 13  01:06:010.575,1001:0/1002:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:020.505,3345422,0,ACK,2013 Sep 13  01:06:010.575,1001:0/1002:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:020.515,3345548,0,ACK,2013 Sep 13  01:06:020.505,1016:0/1017:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:020.515,3345674,0,ACK/PSH,2013 Sep 13  01:04:440.095,137:0/138:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:06:040.563,3345747,0,ACK/FIN,N/A,N/A,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:07:370.864,59272659,0,ACK/SYN,2013 Sep 13  01:07:370.863,52:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:07:380.203,59272659,0,ACK,2013 Sep 13  01:07:370.793,48:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:07:380.274,59272659,0,ACK,2013 Sep 13  01:07:380.203,56:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:07:380.375,59272659,0,ACK,2013 Sep 13  01:07:060.975,73:0/74:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:07:380.375,59272785,0,ACK/PSH,2013 Sep 13  01:05:550.060,651:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:07:400.085,148709387,0,ACK/SYN,2013 Sep 13  01:07:400.053,101:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:07:410.104,59272794,0,ACK/FIN,2013 Sep 13  01:07:400.943,114:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:07:420.274,148709387,0,ACK/FIN,N/A,N/A,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:08:120.880,113427129,0,ACK/SYN,2013 Sep 13  01:08:120.610,219:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:08:120.911,129136471,0,ACK/SYN,2013 Sep 13  01:08:120.880,225:0/226:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:08:130.150,113427129,0,ACK,2013 Sep 13  01:08:120.940,228:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:08:130.211,113427129,0,ACK/PSH,2013 Sep 13  01:08:130.210,231:0/232:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:08:150.390,129136471,0,ACK/FIN,2013 Sep 13  01:08:150.350,284:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:08:150.391,113427157,0,ACK/FIN,N/A,N/A,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:09:440.815,338922606,0,ACK/SYN,2013 Sep 13  01:09:440.315,184:0/185:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:09:480.395,338922606,0,ACK,2013 Sep 13  01:09:480.245,365:0,DATA,
21.150.255.211,208.54.32.9,2013 Sep 13  01:09:480.456,338922606,0,ACK/PSH,2013 Sep 13  01:08:130.210,231:0/232:0,DATA,WARNING: Non-unique Mapping
21.150.255.211,208.54.32.9,2013 Sep 13  01:09:500.625,338922635,0,ACK/FIN,2013 Sep 13  01:09:500.586,484:0/485:0/486:0/487:0,DATA,
